Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
3/4/2014,2,0,-2,-1,-3,-5,93,83,60,1018,1017,1016,10,8,5,18,14,35,0,8,Snow,85<br />
3/5/2014,4,1,-1,0,-1,-3,100,88,75,1026,1022,1018,10,8,3,14,10,,0,8,,54<br />
3/6/2014,2,1,0,-1,-1,-3,93,86,75,1032,1030,1027,10,9,5,14,8,,0,8,Snow,40<br />
3/7/2014,5,2,-1,-2,-2,-4,93,73,61,1035,1034,1032,10,9,6,18,11,35,0,5,,182<br />
3/8/2014,7,3,0,2,-1,-4,81,72,61,1032,1029,1024,10,10,10,29,16,43,0,6,Rain,209<br />
3/9/2014,8,3,-1,2,-2,-5,100,72,43,1030,1028,1025,10,9,7,26,18,,0,6,Rain,253<br />
3/10/2014,13,7,1,-1,-3,-4,75,56,33,1028,1024,1020,,,,29,23,,0,,,234<br />
3/11/2014,9,4,1,0,-2,-4,70,60,43,1019,1015,1013,10,10,10,35,19,47,0,6,,270<br />
3/12/2014,7,3,1,0,-2,-6,93,69,42,1020,1017,1013,10,10,9,29,18,40,0,7,Rain-Snow,294<br />
3/13/2014,9,4,1,2,-1,-4,75,67,54,1013,1010,1009,10,10,9,29,21,,0,6,,277<br />
3/14/2014,10,6,1,3,0,-3,93,73,50,1010,1003,996,10,10,9,43,19,58,0,6,Rain,242<br />
3/15/2014,8,4,0,3,-3,-6,93,59,46,1001,991,975,10,9,6,35,23,50,0,7,Rain,205<br />
3/16/2014,3,1,-1,2,-1,-4,93,82,65,981,974,970,10,10,6,40,26,58,0,7,Rain-Snow,216<br />
3/17/2014,0,-2,-5,-4,-6,-8,93,76,60,990,987,981,10,10,7,18,13,35,0,7,Snow,296<br />
3/18/2014,-2,-3,-5,-5,-9,-13,93,66,43,1004,996,990,10,9,2,32,19,50,0,7,Snow,321<br />
3/19/2014,-2,-6,-9,-3,-8,-12,93,80,51,1004,1000,993,10,7,0,26,13,43,0,7,Snow,237<br />
3/20/2014,-4,-7,-10,-7,-8,-11,93,84,74,1015,1005,1000,10,8,2,18,13,,0,7,Snow,13<br />
3/21/2014,5,-4,-13,0,-6,-14,100,77,65,1018,1014,1008,10,10,9,29,13,55,0,7,Snow,192<br />
3/22/2014,14,9,4,6,4,0,87,74,55,1008,1006,1003,10,10,9,35,23,50,0,6,Rain,221<br />
3/23/2014,14,7,-1,7,3,-1,100,77,54,1012,1010,1008,9,7,5,18,8,32,0,5,Fog,140<br />
3/24/2014,18,12,7,6,3,1,76,57,39,1011,1009,1008,,,,21,16,35,0,,,184<br />
3/25/2014,19,11,4,5,2,0,81,53,30,1014,1011,1009,9,8,7,18,10,32,0,4,,184<br />
3/26/2014,9,4,1,5,-1,-12,100,67,27,1031,1023,1015,10,6,1,32,18,43,0,7,,29<br />
3/27/2014,10,3,-4,-6,-9,-15,69,43,17,1031,1027,1018,9,9,7,14,11,,0,2,,135<br />
3/28/2014,3,0,-2,-6,-9,-15,74,50,30,1018,1016,1015,10,10,10,40,18,64,0,5,,352<br />
3/29/2014,2,-3,-7,-6,-14,-17,86,45,24,1022,1021,1018,10,8,1,35,27,61,0,5,Snow,356<br />
3/30/2014,8,2,-4,-4,-8,-15,65,46,31,1018,1011,1005,10,10,10,26,11,43,0,6,,281<br />
3/31/2014,3,0,-3,0,-3,-6,100,82,52,1006,1001,998,10,8,0,32,11,55,0,7,Snow,283<br />
4/1/2014,0,-2,-5,-5,-7,-10,93,75,48,1010,1004,998,10,5,1,32,24,47,0,6,Snow,342<br />
4/2/2014,1,-4,-10,-4,-9,-12,93,71,48,1012,1011,1010,10,9,5,32,13,40,0,6,Snow,287<br />
4/3/2014,2,-3,-7,-5,-8,-13,80,64,52,1011,1008,1005,10,10,10,26,13,,0,6,,240<br />
4/4/2014,4,1,-2,-1,-4,-9,93,75,52,1009,1003,1001,10,8,2,32,8,47,0,7,Snow,307<br />
4/5/2014,3,-1,-5,-8,-9,-11,74,55,38,1018,1016,1010,10,10,10,29,21,47,0,3,,307<br />
4/6/2014,8,3,-2,-4,-7,-8,64,48,34,1017,1014,1009,,,,40,21,55,0,,,240<br />
4/7/2014,6,3,1,2,-2,-6,100,70,42,1010,1008,1007,10,10,9,29,18,,0,7,Rain,272<br />
4/8/2014,7,2,-2,0,-4,-9,100,68,34,1011,1008,1007,9,1,0,18,8,35,0,4,Fog,360<br />
4/9/2014,5,0,-4,-7,-11,-16,80,46,24,1016,1012,1011,,,,21,10,32,0,,,7<br />
4/10/2014,4,0,-4,-9,-11,-13,69,48,30,1029,1024,1016,,,,26,16,35,0,,,51<br />
4/11/2014,7,0,-6,-7,-11,-13,80,44,23,1033,1031,1028,8,7,5,21,8,40,0,0,,162<br />
4/12/2014,9,4,0,-5,-7,-10,60,42,27,1028,1025,1021,10,10,10,29,16,47,0,6,,187<br />
4/13/2014,13,8,3,1,-2,-4,70,53,38,1021,1017,1013,10,10,10,26,16,43,0,6,,176<br />
4/14/2014,8,4,2,4,2,-3,100,84,57,1012,1007,1005,10,9,5,21,16,40,0,8,Rain,165<br />
4/15/2014,12,8,5,8,4,3,100,79,58,1011,1010,1008,10,9,5,21,14,32,0,7,Rain,169<br />
4/16/2014,11,8,6,8,6,3,93,86,81,1020,1015,1011,10,9,6,21,14,35,0,7,Rain,210<br />
4/17/2014,12,7,2,4,-1,-6,100,61,33,1024,1022,1020,10,10,10,18,13,35,0,4,,271<br />
4/18/2014,14,7,-1,0,-2,-4,87,55,31,1023,1022,1021,8,8,7,18,5,,0,3,,185<br />
4/19/2014,19,10,1,2,0,-1,87,54,28,1027,1025,1023,9,7,5,11,2,,0,1,,66<br />
4/20/2014,20,11,2,5,1,-2,93,51,23,1025,1023,1021,9,7,6,14,3,,0,0,,54<br />
4/21/2014,22,13,4,4,1,-1,81,46,22,1023,1022,1020,9,9,8,21,8,40,0,1,,101<br />
4/22/2014,21,16,10,10,6,2,77,54,35,1020,1018,1015,10,10,9,35,14,43,0,6,Rain,158<br />
4/23/2014,16,11,6,11,5,-9,94,64,30,1021,1014,1012,10,10,9,32,14,50,0,6,Rain,289<br />
4/24/2014,8,4,0,-6,-8,-11,60,42,29,1027,1025,1021,9,9,9,32,19,47,0,0,,336<br />
4/25/2014,15,6,-3,-4,-6,-8,74,42,23,1025,1019,1013,9,9,9,35,16,55,0,0,,276<br />
4/26/2014,10,6,2,-3,-6,-9,70,43,26,1021,1019,1014,,,,21,14,,0,,,6<br />
4/27/2014,18,8,-1,0,-3,-8,80,45,26,1019,1017,1013,9,9,9,21,6,40,0,6,,204<br />
4/28/2014,18,14,8,5,2,0,71,46,32,1013,1012,1011,10,9,9,32,14,43,0,7,Rain,224<br />
4/29/2014,21,13,5,5,2,0,87,52,26,1012,1009,1006,9,9,9,14,6,40,0,2,,227<br />
4/30/2014,22,13,6,6,2,-1,81,46,23,1006,1003,1001,6,6,6,21,6,,0,6,,262<br />
5/1/2014,21,13,7,6,3,1,76,49,27,1004,1003,1002,9,9,8,21,8,40,0,2,,278<br />
5/2/2014,15,10,5,6,2,-3,67,51,36,1013,1005,1001,10,10,10,32,18,43,0,6,,272<br />
5/3/2014,10,4,-1,-4,-6,-8,75,49,30,1017,1015,1013,,,,18,13,35,0,,,328<br />
5/4/2014,10,5,0,3,-3,-5,93,54,35,1019,1017,1012,4,4,4,26,8,40,0,8,Rain,161<br />
5/5/2014,6,4,4,5,4,3,100,94,87,1011,1004,1000,10,9,6,26,16,35,0,8,Rain,7<br />
5/6/2014,7,6,3,4,3,1,93,89,81,1012,1005,1002,10,10,9,29,21,,0,6,Rain,245<br />
5/7/2014,11,6,0,1,-2,-7,93,61,30,1022,1018,1013,10,9,5,29,18,47,0,6,Snow,251<br />
5/8/2014,20,13,7,4,2,-2,66,44,30,1022,1020,1019,10,10,10,35,16,58,0,8,Rain,173<br />
5/9/2014,21,16,12,5,3,1,54,42,27,1021,1020,1019,,,,29,19,43,0,,,175<br />
5/10/2014,19,13,7,9,6,3,94,63,37,1020,1015,1009,10,10,9,21,11,40,0,8,Rain,122<br />
5/11/2014,17,12,8,9,8,5,100,75,48,1011,1007,1005,10,9,4,32,13,47,0,6,,193<br />
5/12/2014,22,14,8,10,7,5,82,56,38,1016,1013,1011,10,8,6,26,11,43,0,4,Rain,160<br />
5/13/2014,22,17,12,15,11,6,88,71,52,1012,1007,1004,10,9,5,40,13,68,0,7,Rain-Thunderstorm,148<br />
5/14/2014,20,14,8,8,6,3,87,60,40,1020,1016,1012,10,10,10,21,13,40,0,4,,227<br />
5/15/2014,21,14,9,7,6,4,76,56,37,1026,1024,1020,9,9,9,21,8,,0,3,,24<br />
5/16/2014,19,14,10,7,4,2,67,51,32,1028,1027,1025,9,9,9,26,16,35,0,6,,39<br />
5/17/2014,18,14,10,12,8,3,88,66,51,1025,1023,1023,10,10,10,26,14,,0,8,Rain,49<br />
5/18/2014,26,18,10,15,12,10,100,72,47,1024,1023,1022,10,10,10,26,18,,0,6,,77<br />
5/19/2014,29,21,14,16,14,12,94,64,37,1026,1025,1023,9,9,9,18,13,,0,1,,91<br />
5/20/2014,29,21,14,16,12,9,94,54,30,1026,1025,1023,,,,18,11,,0,,,134<br />
5/21/2014,29,20,12,12,8,6,88,45,23,1025,1024,1022,,,,21,8,40,0,,,176<br />
5/22/2014,27,20,14,15,12,8,77,53,36,1024,1023,1022,9,9,9,26,11,47,0,2,,248<br />
5/23/2014,26,20,14,13,11,9,77,55,36,1025,1023,1022,9,9,9,14,10,,0,2,,16<br />
5/24/2014,28,20,13,15,12,11,94,57,35,1024,1023,1021,10,9,9,14,5,,0,4,,204<br />
5/25/2014,28,22,17,14,13,10,77,53,32,1021,1020,1017,10,10,9,21,10,,0,4,Thunderstorm,262<br />
5/26/2014,29,21,14,14,13,11,88,58,33,1018,1015,1012,10,10,9,21,11,29,0,3,,278<br />
5/27/2014,27,21,15,16,14,12,88,70,42,1012,1010,1008,10,10,8,29,11,32,0,6,Thunderstorm,341<br />
5/28/2014,17,16,14,14,13,12,94,82,72,1012,1011,1010,10,10,7,21,16,,0,7,,66<br />
5/29/2014,17,13,10,13,9,5,100,81,52,1013,1011,1010,10,9,5,29,21,43,0,8,Rain-Thunderstorm,97<br />
5/30/2014,21,17,13,16,13,10,94,79,64,1016,1014,1012,10,10,9,29,18,40,0,6,Rain,109<br />
5/31/2014,25,21,17,14,9,5,73,49,29,1017,1017,1016,10,10,10,29,18,47,0,6,Rain,129<br />
6/1/2014,26,18,10,9,5,1,76,42,20,1017,1016,1016,9,9,9,32,18,47,0,3,,116<br />
6/2/2014,27,22,17,12,8,4,68,42,23,1021,1019,1016,10,10,10,29,16,43,0,7,Rain,115<br />
6/3/2014,29,20,12,11,6,3,77,40,19,1024,1023,1021,,,,21,13,35,0,,,137<br />
6/4/2014,29,20,11,12,8,2,82,45,18,1025,1024,1022,8,8,8,26,11,43,0,1,,108<br />
6/5/2014,31,22,14,14,8,2,77,44,16,1023,1022,1020,,,,18,10,35,0,,,116<br />
6/6/2014,31,22,14,13,9,6,82,45,21,1021,1020,1019,10,10,10,32,5,,0,6,Thunderstorm,154<br />
6/7/2014,30,22,14,17,13,10,94,64,31,1021,1019,1018,10,9,2,29,5,29,0,6,Rain-Thunderstorm,144<br />
6/8/2014,27,21,15,15,13,12,94,63,39,1018,1016,1014,10,9,8,21,10,,0,4,,256<br />
6/9/2014,21,17,13,14,12,10,100,74,49,1014,1011,1010,10,10,6,26,10,,0,6,Rain-Thunderstorm,291<br />
6/10/2014,16,13,11,14,12,11,100,90,77,1009,1006,1004,10,10,7,26,14,35,0,6,Rain,305<br />
6/11/2014,19,16,13,14,10,7,100,70,46,1012,1009,1004,10,10,5,35,23,55,0,6,Rain,356<br />
6/12/2014,21,16,10,10,8,7,87,66,43,1012,1010,1008,10,10,9,29,16,40,0,6,Rain,10<br />
6/13/2014,17,12,8,11,9,7,100,72,55,1007,1003,1001,10,10,9,21,6,,0,6,Fog-Rain-Thunderstorm,140<br />
6/14/2014,21,16,11,12,11,8,100,81,43,1001,1000,999,10,10,5,26,8,,0,6,Rain-Thunderstorm,37<br />
6/15/2014,17,12,7,13,10,7,100,87,72,1009,1004,1001,10,10,8,26,11,,0,6,Rain-Thunderstorm,320<br />
6/16/2014,15,11,8,7,6,4,93,70,48,1011,1010,1009,10,10,10,18,13,,0,6,,273<br />
6/17/2014,17,12,8,11,6,3,94,70,45,1010,1007,1005,10,9,3,43,18,72,0,6,Rain,215<br />
6/18/2014,12,9,6,5,2,0,93,64,47,1008,1006,1004,10,10,9,32,21,50,0,6,Rain,233<br />
6/19/2014,17,12,8,8,6,2,93,69,45,1007,1005,1003,10,10,6,26,19,,0,7,Rain,242<br />
6/20/2014,22,16,11,13,9,7,88,64,43,1006,1005,1003,10,10,9,32,18,50,0,5,Rain,196<br />
6/21/2014,21,17,13,14,12,11,100,83,60,1005,1004,1003,10,9,5,21,10,,0,7,Rain-Thunderstorm,213<br />
6/22/2014,18,13,9,13,7,4,100,68,42,1008,1006,1004,10,10,7,21,14,,0,6,,307<br />
6/23/2014,15,11,8,12,9,6,100,86,67,1009,1007,1006,10,10,6,29,10,26,0,6,Rain,223<br />
6/24/2014,16,11,6,9,8,4,94,77,52,1010,1008,1007,10,10,9,35,11,40,0,6,Rain,234<br />
6/25/2014,18,13,8,10,8,6,94,75,49,1007,1006,1004,10,10,7,26,11,43,0,6,Rain-Thunderstorm,238<br />
6/26/2014,15,11,8,9,7,5,100,74,55,1014,1011,1007,10,10,10,18,11,,0,6,Rain,325<br />
6/27/2014,15,11,8,8,7,4,93,74,51,1014,1013,1012,10,10,10,21,13,,0,7,,31<br />
6/28/2014,10,9,8,8,6,4,93,77,66,1016,1013,1011,10,10,10,32,21,47,0,7,Rain,322<br />
6/29/2014,20,12,5,7,5,3,93,60,37,1019,1018,1016,,,,21,14,40,0,,,283<br />
6/30/2014,25,18,11,13,10,7,76,57,44,1018,1016,1014,,,,29,11,43,0,,,183<br />
7/1/2014,28,22,17,14,12,11,72,52,37,1016,1015,1013,,,,26,19,43,0,,,186<br />
7/2/2014,29,22,14,16,13,9,100,61,32,1014,1012,1009,10,10,7,32,13,47,0,6,Rain-Thunderstorm,155<br />
7/3/2014,22,16,11,13,11,8,100,72,43,1018,1017,1015,10,9,6,26,16,50,0,6,Rain,248<br />
7/4/2014,22,16,9,12,9,7,94,63,41,1019,1017,1016,9,9,9,18,6,,0,6,,258<br />
7/5/2014,24,18,13,13,12,9,88,65,38,1017,1017,1016,10,10,9,26,13,43,0,6,,266<br />
7/6/2014,25,18,12,14,12,10,94,65,44,1020,1018,1017,10,10,9,18,3,,0,5,,5<br />
7/7/2014,25,19,14,14,12,10,94,63,41,1022,1021,1020,9,9,9,21,10,,0,3,,26<br />
7/8/2014,25,19,14,16,13,12,88,68,47,1021,1020,1017,10,10,9,26,8,,0,5,Thunderstorm,31<br />
7/9/2014,25,19,13,14,12,9,94,62,36,1018,1015,1012,10,9,9,18,6,29,0,3,Fog,13<br />
7/10/2014,17,13,11,15,11,8,94,81,68,1016,1012,1009,10,10,9,32,13,50,0,7,Rain,9<br />
7/11/2014,16,13,10,12,9,8,94,82,72,1021,1019,1016,10,10,10,29,21,,0,8,,51<br />
7/12/2014,24,18,12,11,10,7,94,61,34,1023,1022,1021,9,9,9,29,16,43,0,3,,86<br />
7/13/2014,27,19,12,12,11,9,94,55,34,1022,1020,1018,,,,26,16,40,0,,,109<br />
7/14/2014,30,21,13,13,10,8,94,49,25,1020,1019,1018,9,9,9,14,10,29,0,1,,138<br />
7/15/2014,30,22,14,15,11,8,88,51,27,1020,1019,1018,,,,18,5,32,0,,,208<br />
7/16/2014,31,23,16,16,13,11,82,52,31,1019,1018,1016,10,10,10,18,5,21,0,5,Thunderstorm,178<br />
7/17/2014,27,21,16,19,17,15,94,75,48,1018,1017,1017,10,9,5,21,6,40,0,5,Rain-Thunderstorm,12<br />
7/18/2014,24,19,15,17,16,14,100,81,57,1019,1018,1017,10,8,0,21,11,,0,6,Fog,54<br />
7/19/2014,25,19,13,14,11,8,94,62,36,1019,1018,1016,,,,18,11,,0,,,48<br />
7/20/2014,27,20,13,13,11,9,88,57,34,1018,1016,1013,10,10,9,14,8,32,0,3,,2<br />
7/21/2014,25,19,13,12,9,6,88,54,29,1016,1013,1013,,,,26,11,35,0,,,56<br />
7/22/2014,24,17,11,9,8,5,82,54,33,1019,1018,1016,,,,18,11,29,0,,,37<br />
7/23/2014,26,18,11,14,10,8,82,55,34,1020,1019,1017,9,9,9,21,10,,0,3,,338<br />
7/24/2014,26,19,13,16,12,10,82,63,36,1018,1017,1015,10,10,9,21,11,40,0,6,Rain,345<br />
7/25/2014,25,18,11,13,10,8,88,58,41,1021,1019,1018,,,,21,14,,0,,,350<br />
7/26/2014,26,21,17,16,12,8,73,54,36,1021,1018,1017,10,10,10,26,16,47,0,3,,327<br />
7/27/2014,29,20,11,13,10,8,88,54,30,1024,1022,1021,,,,18,8,29,0,,,319<br />
7/28/2014,32,23,15,13,12,10,82,49,26,1022,1020,1018,9,9,9,18,8,,0,1,,278<br />
7/29/2014,32,23,15,14,12,8,82,47,22,1018,1016,1014,7,5,2,26,8,50,0,6,,233<br />
7/30/2014,32,26,19,16,13,11,69,48,29,1015,1014,1014,10,9,5,29,11,40,0,6,Rain,236<br />
7/31/2014,32,24,18,17,12,8,88,48,22,1016,1015,1014,9,7,5,21,10,40,0,1,,237<br />
8/1/2014,33,24,16,14,12,10,77,47,24,1017,1016,1015,9,9,9,14,5,26,0,6,,172<br />
8/2/2014,33,26,18,20,16,13,94,65,31,1020,1019,1017,10,10,9,47,5,68,0,6,Rain-Thunderstorm,35<br />
8/3/2014,29,24,19,19,16,11,94,65,35,1021,1020,1019,10,9,7,26,10,,0,6,Rain,14<br />
8/4/2014,29,22,16,14,13,10,82,56,34,1021,1020,1018,,,,29,13,35,0,,,14<br />
8/5/2014,29,23,17,16,13,12,82,56,35,1020,1018,1017,10,10,10,29,14,47,0,3,,29<br />
8/6/2014,30,23,17,16,14,12,88,58,37,1018,1017,1016,10,10,9,29,14,43,0,4,,43<br />
8/7/2014,29,23,16,17,15,13,100,72,37,1017,1016,1014,10,10,9,32,11,35,0,6,Rain-Thunderstorm,43<br />
8/8/2014,24,19,15,17,16,14,100,82,57,1014,1012,1010,10,9,7,21,8,40,0,5,Rain-Thunderstorm,13<br />
8/9/2014,29,22,15,17,14,11,100,66,33,1011,1010,1009,10,10,10,21,10,32,0,3,,347<br />
8/10/2014,28,23,18,17,16,15,83,65,45,1012,1011,1010,10,10,10,32,10,35,0,6,Rain,298<br />
8/11/2014,29,22,16,16,14,12,94,63,37,1014,1013,1012,10,10,10,14,8,,0,4,Fog,7<br />
8/12/2014,31,23,17,17,15,13,88,59,33,1013,1012,1010,10,10,10,21,8,32,0,6,,162<br />
8/13/2014,24,20,16,19,16,12,100,75,60,1014,1010,1008,10,9,5,26,11,,0,7,Rain,234<br />
8/14/2014,25,18,12,17,13,10,100,69,41,1016,1013,1007,10,9,6,18,10,32,0,6,Rain-Thunderstorm,162<br />
8/15/2014,26,21,16,20,18,15,100,85,61,1007,1006,1004,10,10,6,29,14,32,0,6,Rain-Thunderstorm,229<br />
